Name,StarNameFString,CatalogFString,RightAscenstion,Declination,OptionalVisualMagnitude,Parallax,ProperMotionInDeclination,ProperMotionInRightAscension,RadialVelocity
HR 4288,49    UMa,BSC,165.21,39.2122, 5.08,,-0.019,-0.072,3
HR 6388,,BSC,257.3888,40.7772, 5.08,0.019,0.012,-0.042,-56
HR 8656,13    Lac,BSC,341.0229,41.8192, 5.08,0.01,0.004,-0.007,13
HR 6185,17    Dra,BSC,249.0571,52.9244, 5.08,0.01,0.027,-0.009,-10
HR 144,,BSC,9.0346,54.1686, 5.08,,0,0.022,1
HR 1622,11    Cam,BSC,76.5354,58.9725, 5.08,,-0.008,-0.005,-11
HR 8615,31    Cep,BSC,338.9421,73.6431, 5.08,0.008,0.023,0.172,0
HR 2261,Alp Men,BSC,92.56,-74.7531, 5.09,0.115,-0.213,0.118,35
HR 5891,Kap TrA,BSC,238.8733,-68.6031, 5.09,0.007,-0.003,-0.012,6
HR 136,Bet3Tuc,BSC,8.1825,-63.0311, 5.09,0.049,-0.038,0.081,5
HR 5664,Del Cir,BSC,229.2363,-60.9575, 5.09,,-0.009,-0.019,9
HR 3350,,BSC,126.9021,-53.0886, 5.09,0.021,0.013,-0.068,25
HR 3116,,BSC,119.3267,-44.1097, 5.09,,0.009,-0.008,16
HR 5058,,BSC,201.5325,-39.7553, 5.09,0.012,-0.052,0.184,67
HR 4395,13Lam Crt,BSC,170.8412,-18.78, 5.09,0.023,-0.034,-0.312,11
HR 8311,46    Cap,BSC,326.2513,-9.0825, 5.09,0.002,-0.005,0.021,-5
HR 4119,30Bet Sex,BSC,157.5729,-0.6369, 5.09,,-0.023,-0.04,12
HR 7248,18    Aql,BSC,286.7442,11.0714, 5.09,0.016,-0.026,0.005,-19
HR 1015,63Tau2Ari,BSC,50.6883,20.7419, 5.09,0.008,-0.022,-0.044,2
HR 1180,28    Tau,BSC,57.2967,24.1367, 5.09,-0.012,-0.05,0.013,4
HR 3881,,BSC,147.1475,46.0211, 5.09,0.073,-0.092,0.224,5
HR 1046,,BSC,52.5008,55.4519, 5.09,0.025,-0.009,-0.046,0
HR 8481,Eps Oct,BSC,335.0063,-80.4397, 5.10,,-0.045,0.043,12
HR 2862,,BSC,111.5912,-51.0183, 5.10,0.007,0.008,0.001,8
HR 3527,,BSC,132.6396,-46.5292, 5.10,,-0.002,-0.001,7
HR 2748,,BSC,108.385,-44.6397, 5.10,0.022,0.33,0.114,53
HR 8488,Mu 2Gru,BSC,334.1108,-41.6275, 5.10,0.01,-0.013,-0.005,13
HR 6862,,BSC,275.5775,-38.6569, 5.10,0.011,-0.028,-0.033,18
HR 5006,,BSC,199.2213,-31.5061, 5.10,0.016,-0.048,0.034,13
HR 7900,15Ups Cap,BSC,310.0125,-18.1386, 5.10,0.019,-0.021,-0.022,-13
HR 7119,,BSC,283.6796,-15.6031, 5.10,,-0.005,-0.008,-3
HR 9087,29    Psc,BSC,0.4558,-3.0275, 5.10,,-0.009,0.016,23
HR 2395,,BSC,98.4079,-1.2203, 5.10,,-0.021,-0.003,25
HR 7319,23    Aql,BSC,289.6354,1.0853, 5.10,0.003,0.019,0.01,-24
HR 8277,25    Aqr,BSC,324.8888,2.2436, 5.10,0.006,-0.082,-0.026,-35
HR 5392,,BSC,216.0471,5.82, 5.10,0.023,0.005,-0.077,-10
HR 4663,6    Com,BSC,184.0008,14.8989, 5.10,0.026,-0.034,-0.08,10
HR 563,8Iot Ari,BSC,29.3379,17.8175, 5.10,,-0.018,0.037,-5
HR 1547,97    Tau,BSC,72.8438,18.8397, 5.10,0.022,-0.035,0.08,37
HR 7679,16Eta Sge,BSC,301.2896,19.9911, 5.10,0.032,0.078,0.03,-40
HR 6794,101    Her,BSC,272.2204,20.0453, 5.10,0.015,-0.02,0.008,-16
HR 2795,56    Gem,BSC,110.4867,20.4436, 5.10,0.002,-0.027,-0.066,4
HR 8766,2    And,BSC,345.6512,42.7578, 5.10,0.034,-0.004,0.055,2
HR 4246,44    UMa,BSC,163.3938,54.585, 5.10,0.016,-0.011,-0.064,1
HR 1105,,BSC,55.5387,63.2167, 5.10,0.002,0.017,-0.02,-22
HR 1230,,BSC,62.5117,80.6986, 5.10,0.005,-0.002,-0.017,4
HR 9032,Gam1Oct,BSC,358.0267,-82.0189, 5.11,,-0.019,-0.055,15
HR 3860,Zet Cha,BSC,143.4717,-80.9414, 5.11,,0.007,-0.043,-42
HR 2064,Eps Dor,BSC,87.4733,-66.9011, 5.11,0.012,0.016,-0.016,16
HR 4401,,BSC,170.8408,-64.955, 5.11,0.01,-0.005,-0.001,19
HR 5551,The Cir,BSC,224.1833,-62.7808, 5.11,,0,-0.011,3
HR 934,Mu  Hor,BSC,45.9033,-59.7378, 5.11,0.025,-0.067,-0.073,17
HR 3753,,BSC,141.5754,-53.3792, 5.11,,0,-0.008,24
HR 7846,Nu  Mic,BSC,308.4796,-44.5161, 5.11,0.007,-0.043,0.011,9
HR 7943,Iot Mic,BSC,312.1217,-43.9886, 5.11,0.051,-0.106,0.185,-15
HR 558,Phi Phe,BSC,28.5917,-42.4969, 5.11,,-0.032,-0.028,12
HR 2790,,BSC,109.6592,-36.7428, 5.11,,0.003,-0.002,18
HR 8767,Pi  PsA,BSC,345.8742,-34.7494, 5.11,0.052,0.08,0.076,-6
HR 1214,,BSC,58.4121,-34.7322, 5.11,,-0.004,0.031,21
HR 4532,,BSC,177.1879,-26.7497, 5.11,0.019,-0.01,-0.032,7
HR 6401,36    Oph,BSC,258.8375,-26.6028, 5.11,0.188,-1.142,-0.458,0
HR 3123,12    Pup,BSC,119.7738,-23.3106, 5.11,-0.003,0.001,-0.012,11
HR 1451,47    Eri,BSC,68.5483,-8.2314, 5.11,0.006,-0.001,-0.018,-12
HR 5895,36    Ser,BSC,237.815,-3.0906, 5.11,0.01,-0.027,-0.087,-8
HR 7560,54Omi Aql,BSC,297.7567,10.4156, 5.11,0.048,-0.139,0.242,0
HR 7418,6Bet2Cyg,BSC,292.6888,27.9653, 5.11,0.017,0,-0.009,-18
HR 873,21    Per,BSC,44.3221,31.9342, 5.11,0.003,-0.031,0.003,8
HR 1177,42    Per,BSC,57.3858,33.0914, 5.11,-0.003,-0.001,-0.029,-14
HR 5800,6Mu  CrB,BSC,233.8125,39.01, 5.11,0.003,0.006,0.029,-19
HR 8284,75    Cyg,BSC,325.0463,43.2739, 5.11,0.004,0.016,0.063,-28
HR 8428,19    Cep,BSC,331.2871,62.28, 5.11,,0,0.003,-13
HR 7875,Phi2Pav,BSC,310.0108,-60.5489, 5.12,0.048,-0.57,0.307,-32
HR 3817,,BSC,143.4354,-49.005, 5.12,0.015,0.01,-0.016,17
HR 3692,,BSC,139.0963,-44.2658, 5.12,0.017,-0.001,0.002,-3
HR 6460,,BSC,261.0542,-44.1625, 5.12,,-0.028,-0.011,13
HR 5925,Xi 1Lup,BSC,239.2229,-33.9664, 5.12,0.025,-0.042,0.018,-10
HR 433,48    Cet,BSC,22.4004,-21.6294, 5.12,0.028,0.006,0.056,1
HR 85,,BSC,5.4429,-20.0578, 5.12,,-0.005,0.071,29
HR 7430,37    Aql,BSC,293.7804,-10.5603, 5.12,0.007,0.003,0.009,-31
HR 46,,BSC,3.615,-7.7806, 5.12,0.003,0.004,0.059,-2
HR 1657,66    Eri,BSC,76.6904,-4.655, 5.12,0.024,0.008,0.016,31
HR 1673,68    Eri,BSC,77.1817,-4.4561, 5.12,0.05,0.017,0.044,9
HR 5386,,BSC,215.8446,8.4467, 5.12,0.016,-0.008,-0.075,-23
HR 8815,57    Peg,BSC,347.3813,8.6772, 5.12,0.007,0.002,0.004,14
HR 1381,66    Tau,BSC,65.9662,9.4608, 5.12,0.001,-0.008,-0.015,-4
HR 3163,8    Cnc,BSC,121.2688,13.1181, 5.12,0.023,-0.067,-0.036,21
HR 4851,27    Com,BSC,191.6613,16.5775, 5.12,,0.007,0.009,53
HR 5966,5    Her,BSC,240.3096,17.8183, 5.12,-0.007,0.157,-0.048,-19
HR 6457,70    Her,BSC,260.2258,24.4994, 5.12,0.01,0.002,-0.022,-18
HR 6644,87    Her,BSC,267.205,25.6228, 5.12,0.016,-0.039,-0.003,-26
HR 5505,36Eps Boo,BSC,221.2467,27.075, 5.12,0.016,0.021,-0.05,-23
HR 6877,107    Her,BSC,275.2542,28.87, 5.12,0.021,0.05,0.005,-30
HR 7566,19    Cyg,BSC,297.6417,38.7225, 5.12,0,0.107,0.011,-39
HR 6903,2Mu  Lyr,BSC,276.0575,39.5072, 5.12,0.004,-0.002,-0.023,-24
HR 7295,53    Dra,BSC,287.9188,56.8592, 5.12,0.012,0.048,0.039,-16
HR 4178,38    UMa,BSC,160.4858,65.7164, 5.12,0.026,-0.069,-0.162,-11
HR 2511,43    Cam,BSC,103.4258,68.8883, 5.12,0.002,0.008,0.003,-21
HR 6204,,BSC,251.6667,-67.1097, 5.13,0.005,-0.015,-0.014,-2
HR 4338,,BSC,167.1417,-61.9472, 5.13,0.009,0.002,-0.006,-22
HR 4441,Omi1Cen,BSC,172.9421,-59.4422, 5.13,0.024,-0.005,-0.005,-20
HR 7625,,BSC,300.4362,-59.3761, 5.13,0.005,-0.033,0.017,-10
HR 9069,Pi  Phe,BSC,359.7325,-52.7458, 5.13,0.016,0.061,0.055,-14
HR 3244,,BSC,123.4008,-46.9919, 5.13,,-0.004,0.003,25
HR 4794,,BSC,188.9396,-41.0219, 5.13,0.024,-0.001,-0.107,-11
HR 7021,Lam CrA,BSC,280.9454,-38.3236, 5.13,0.024,-0.057,0.003,-26
HR 6017,,BSC,242.7583,-29.4164, 5.13,0.025,-0.087,-0.093,-27
HR 8516,47    Aqr,BSC,335.3983,-21.5983, 5.13,0.015,-0.085,-0.008,49
HR 366,37    Cet,BSC,18.6,-7.9231, 5.13,0.056,0.273,0.127,22
HR 1895,41The1Ori,BSC,83.8187,-5.3897, 5.13,0.001,0.002,0.004,33
HR 2927,25    Mon,BSC,114.3196,-4.1111, 5.13,0.028,0.017,-0.068,46
HR 3306,,BSC,126.4783,7.5644, 5.13,0.016,-0.012,-0.034,15
HR 2649,,BSC,105.9083,10.9517, 5.13,0.011,-0.019,-0.008,21
HR 2793,65    Aur,BSC,110.5108,36.7606, 5.13,0.022,-0.023,-0.098,23
HR 152,,BSC,9.1942,44.4886, 5.13,0.007,0.033,-0.023,-33
HR 3648,16    UMa,BSC,138.5858,61.4233, 5.13,0.047,-0.03,-0.006,-14
HR 5691,,BSC,228.6596,67.3467, 5.13,0.046,-0.39,0.221,-47
HR 7312,59    Dra,BSC,287.2908,76.5606, 5.13,0.049,-0.123,0.047,-4
HR 7127,Ome Pav,BSC,284.6517,-60.2006, 5.14,0.019,0.031,-0.126,180
HR 1836,Lam Dor,BSC,81.5804,-58.9125, 5.14,0.012,0.028,-0.008,10
HR 2652,,BSC,105.2146,-51.4025, 5.14,-0.014,0.016,-0.015,5
HR 2719,,BSC,107.6979,-48.9322, 5.14,0.031,0.192,-0.012,64
HR 6045,The Nor,BSC,243.8138,-47.3722, 5.14,,-0.051,-0.032,1
HR 2548,,BSC,102.4775,-46.6147, 5.14,0.049,0.37,0.004,20
HR 602,Chi Phe,BSC,30.4267,-44.7136, 5.14,-0.019,-0.053,-0.028,-31
HR 724,Phi For,BSC,37.0071,-33.8111, 5.14,0.015,0.007,0.02,19
HR 6944,,BSC,277.8596,-18.4028, 5.14,0.017,-0.025,-0.003,-37
HR 2260,,BSC,94.4238,-16.8158, 5.14,0.017,0.008,-0.011,-8
HR 4699,,BSC,185.2321,-13.5656, 5.14,0.02,0.014,-0.006,13
HR 6970,,BSC,278.76,-10.9772, 5.14,0.012,-0.004,0.051,7
HR 5366,102Ups Vir,BSC,214.8854,-2.2656, 5.14,0.018,-0.074,-0.12,-27
HR 3059,13Zet CMi,BSC,117.925,1.7669, 5.14,0.012,-0.003,-0.016,32
HR 1061,4    Tau,BSC,52.6021,11.3364, 5.14,0.002,-0.018,-0.008,0
HR 7947,12Gam1Del,BSC,311.6613,16.1244, 5.14,0.026,-0.191,-0.03,-7
HR 2130,64    Ori,BSC,90.8637,19.6906, 5.14,,-0.017,-0.001,12
HR 3627,77Xi  Cnc,BSC,137.3396,22.0456, 5.14,,0.005,0.001,-7
HR 3262,18Chi Cnc,BSC,125.0163,27.2178, 5.14,0.061,-0.378,-0.018,33
HR 3013,80Pi  Gem,BSC,116.8763,33.4156, 5.14,0.012,-0.029,-0.018,-12
HR 7053,5Eps2Lyr,BSC,281.0954,39.6131, 5.14,0.021,0.064,0.008,-24
HR 3928,19    LMi,BSC,149.4212,41.0556, 5.14,0.04,-0.025,-0.117,-10
HR 8424,,BSC,331.5083,45.0144, 5.14,0.006,-0.016,-0.007,-23
HR 7608,23    Cyg,BSC,298.3225,57.5236, 5.14,,0.013,0.009,-25
HR 3609,11Sig1UMa,BSC,137.0983,66.8733, 5.14,0.011,-0.038,-0.018,15
HR 2490,42    Cam,BSC,102.7379,67.5719, 5.14,0.01,0.002,0.002,5
HR 4646,,BSC,183.0496,77.6164, 5.14,0.031,0.022,0.01,0
HR 8021,Alp Oct,BSC,316.1792,-77.0239, 5.15,0.025,-0.369,0.006,45
HR 4703,Zet2Mus,BSC,185.5304,-67.5219, 5.15,0.007,-0.003,-0.031,-17
HR 7881,Ups Pav,BSC,310.4879,-66.7608, 5.15,,-0.025,0.009,7
HR 4487,,BSC,174.5304,-61.8264, 5.15,0.024,0.017,-0.071,4
HR 4475,,BSC,174.2525,-61.2833, 5.15,0.002,0.006,-0.224,3
HR 4442,Omi2Cen,BSC,172.9533,-59.5158, 5.15,0.014,0.001,-0.008,-17
HR 6585,Mu  Ara,BSC,266.0363,-51.8342, 5.15,0.077,-0.194,-0.014,-9
HR 4327,,BSC,166.8192,-42.6386, 5.15,-0.001,0.043,-0.096,2
HR 4600,,BSC,180.915,-42.4342, 5.15,0.039,-0.114,0.331,36
HR 5607,,BSC,226.3296,-41.0672, 5.15,0.019,-0.003,0.02,-3
HR 5174,,BSC,206.735,-36.2519, 5.15,0.019,-0.009,-0.011,-10
HR 5775,36    Lib,BSC,233.6554,-28.0469, 5.15,0.011,-0.033,0.014,12
HR 5250,47    Hya,BSC,209.6296,-24.9722, 5.15,,-0.029,-0.049,5
HR 5530,8Alp1Lib,BSC,222.6717,-15.9972, 5.15,0.05,-0.066,-0.098,-23
HR 2379,,BSC,97.8458,-12.3917, 5.15,0.022,-0.016,0.04,17
HR 5232,90    Vir,BSC,208.6754,-1.5031, 5.15,0.027,-0.018,-0.088,-7
HR 7287,21    Aql,BSC,288.4279,2.2936, 5.15,0.009,-0.003,0.009,-5
HR 6228,43    Her,BSC,251.4579,8.5825, 5.15,0.01,0.015,0,-21
HR 7741,22    Vul,BSC,303.8758,23.5086, 5.15,0.004,-0.015,0,-23
HR 736,14    Tri,BSC,38.0258,36.1472, 5.15,,0.012,0.046,-36
HR 7395,4    Cyg,BSC,291.5379,36.3178, 5.15,-0.007,0.014,0.005,-22
HR 3508,35    Lyn,BSC,132.9867,43.7267, 5.15,0.018,0.048,-0.015,15
HR 5023,21    CVn,BSC,199.5604,49.6819, 5.15,0.02,0.015,-0.033,-3
HR 987,29    Per,BSC,49.6575,50.2222, 5.15,,-0.026,0.029,-4
HR 4025,,BSC,153.3775,-66.3731, 5.16,0.012,0.004,-0.039,-15
HR 3260,,BSC,123.8163,-62.9158, 5.16,0.031,-0.022,-0.023,4
HR 3598,,BSC,134.8504,-59.0836, 5.16,0.054,0.28,-0.174,11
HR 8055,Mu  Ind,BSC,316.3092,-54.7272, 5.16,0.023,-0.046,0.01,12
HR 7213,Rho Tel,BSC,286.5829,-52.3408, 5.16,0.022,-0.118,0.03,2
HR 4913,,BSC,194.2683,-51.1986, 5.16,,-0.015,-0.026,25
HR 3476,,BSC,130.9179,-49.8228, 5.16,,0.004,0.002,28
HR 5667,,BSC,229.0167,-41.4911, 5.16,-0.003,-0.006,-0.005,-27
HR 6942,,BSC,278.0892,-39.7039, 5.16,0.022,-0.04,0.036,-6
HR 6693,,BSC,269.7717,-30.2531, 5.16,0.012,-0.01,0.002,-20
HR 7897,1    Aqr,BSC,309.8538,0.4864, 5.16,0.01,-0.015,0.101,-43
HR 378,89    Psc,BSC,19.45,3.6144, 5.16,0.013,-0.025,-0.046,5
HR 8178,10Bet Equ,BSC,320.7233,6.8111, 5.16,0.028,0.01,0.056,-11
HR 8826,59    Peg,BSC,347.9342,8.72, 5.16,0.029,-0.006,-0.006,10
HR 8697,49Sig Peg,BSC,343.1004,9.8356, 5.16,0.043,0.044,0.522,12
HR 7373,31    Aql,BSC,291.2425,11.9444, 5.16,0.059,0.643,0.722,-100
HR 7385,4    Vul,BSC,291.3692,19.7986, 5.16,0.026,-0.063,0.095,-1
HR 349,82    Psc,BSC,17.7783,31.4247, 5.16,,-0.014,-0.011,2
HR 6677,90    Her,BSC,268.3254,40.0081, 5.16,0.014,0.053,0.011,-35
HR 4141,37    UMa,BSC,158.7904,57.0828, 5.16,0.036,0.039,0.067,-10
HR 743,,BSC,39.5083,72.8183, 5.16,0.011,0.016,-0.03,-2
HR 2662,,BSC,104.9604,-67.9161, 5.17,0.037,0.241,-0.033,39
HR 4492,,BSC,174.8725,-65.3978, 5.17,0.006,-0.006,-0.042,14
HR 5593,Eta Cir,BSC,226.2008,-64.0317, 5.17,0.032,0.004,0.099,45
HR 4413,,BSC,171.43,-63.9728, 5.17,0.04,-0.078,-0.313,-5
HR 3153,,BSC,119.9067,-60.5869, 5.17,-0.001,0.011,0.003,23
HR 4899,Mu 2Cru,BSC,193.6533,-57.1683, 5.17,,-0.001,-0.035,19
HR 2683,,BSC,106.0762,-56.7497, 5.17,-0.015,-0.001,0.005,30
HR 2049,,BSC,87.7217,-52.1089, 5.17,0.023,-0.078,0.006,1
HR 7087,Kap Tel,BSC,283.165,-52.1075, 5.17,0.014,-0.103,0.041,-44
HR 3330,,BSC,126.3792,-51.7281, 5.17,,-0.012,-0.041,18
HR 3121,,BSC,119.4658,-45.5778, 5.17,0.009,0.02,-0.006,51
HR 3002,,BSC,115.9246,-40.9339, 5.17,0.026,-0.175,0.133,53
HR 1996,Mu  Col,BSC,86.4996,-32.3064, 5.17,,-0.025,0.009,109
HR 3064,9    Pup,BSC,117.9429,-13.8981, 5.17,0.062,-0.34,-0.062,-18
HR 5780,,BSC,233.6108,-9.1833, 5.17,,-0.023,-0.016,-2
HR 1383,42Xi  Eri,BSC,65.92,-3.7456, 5.17,0.013,-0.057,-0.05,-11
HR 875,,BSC,44.1558,-3.7122, 5.17,0.026,-0.044,-0.035,-15
HR 5746,10    Ser,BSC,232.1592,1.8422, 5.17,0.031,-0.029,-0.083,-10
HR 7474,44Sig Aql,BSC,294.7983,5.3978, 5.17,,-0.001,0.001,-5
HR 8011,17    Del,BSC,313.9029,13.7214, 5.17,0.017,-0.014,0.021,-10
HR 5739,9Tau1Ser,BSC,231.4475,15.4281, 5.17,0.013,-0.007,-0.013,-20
HR 7770,35    Cyg,BSC,304.6629,34.9828, 5.17,0.007,-0.003,0.001,-14
HR 104,,BSC,7.0571,44.3944, 5.17,0.013,-0.016,0.089,2
HR 7468,,BSC,294.1579,44.695, 5.17,0.019,-0.102,-0.101,-5
HR 321,30Mu  Cas,BSC,17.0683,54.9203, 5.17,0.136,-1.596,3.424,-97
HR 685,9    Per,BSC,35.5892,55.8456, 5.17,,-0.002,-0.002,-15
HR 3839,27    UMa,BSC,145.7383,72.2525, 5.17,,-0.03,-0.026,-17
HR 8324,,BSC,325.7667,72.3203, 5.17,0.015,-0.038,-0.044,-39
HR 4617,,BSC,181.9575,-75.3669, 5.18,0.02,0.019,-0.098,-45
HR 9006,Sig Phe,BSC,356.8167,-50.2267, 5.18,,-0.029,0.011,11
HR 3588,,BSC,134.7179,-47.2347, 5.18,0.013,0.054,-0.086,18
HR 8076,,BSC,316.6029,-32.3417, 5.18,0.012,0.01,-0.001,3
HR 84,Iot Scl,BSC,5.38,-28.9817, 5.18,0.027,-0.074,0.04,21
HR 9031,108    Aqr,BSC,357.8387,-18.9089, 5.18,0.023,0,0.021,13
HR 3044,6    Pup,BSC,117.4217,-17.2283, 5.18,,-0.117,0.052,44
HR 4567,30Eta Crt,BSC,179.0038,-17.1508, 5.18,0.023,-0.006,-0.051,15
HR 8283,42    Cap,BSC,325.3871,-14.0475, 5.18,0.034,-0.307,-0.118,-1
HR 4371,75    Leo,BSC,169.3225,2.0106, 5.18,0.01,-0.14,0.056,-59
HR 812,38    Ari,BSC,41.24,12.4458, 5.18,0.027,-0.084,0.122,-2
HR 1684,,BSC,77.9233,16.0456, 5.18,,0.007,0.005,-6
HR 6729,95    Her,BSC,270.3746,21.5953, 5.18,0,0.032,0.011,-31
HR 2630,42Ome Gem,BSC,105.6033,24.2153, 5.18,0.012,-0.001,-0.009,-9
HR 1928,125    Tau,BSC,84.9342,25.8969, 5.18,,-0.024,0.012,15
HR 4717,13    Com,BSC,186.0771,26.0986, 5.18,0.009,-0.011,-0.016,1
HR 7358,3    Vul,BSC,290.7121,26.2625, 5.18,,-0.01,-0.001,-12
HR 7731,21    Vul,BSC,303.5604,28.6947, 5.18,0.01,-0.022,0.014,7
HR 2999,,BSC,116.6637,37.5175, 5.18,,0.014,0.027,-35
HR 82,27Rho And,BSC,5.2804,37.9686, 5.18,0.017,-0.04,0.06,9
HR 4191,,BSC,160.8871,46.2039, 5.18,0.021,-0.066,-0.269,4
HR 8171,6    Cep,BSC,319.8425,64.8719, 5.18,-0.015,0.004,0.006,-18
HR 480,42    Cas,BSC,25.7329,70.6225, 5.18,0.004,-0.013,0.077,6
HR 1953,Gam Men,BSC,82.9704,-76.3411, 5.19,0.02,0.283,0.111,57
HR 3442,,BSC,129.99,-53.055, 5.19,,0.012,-0.022,14
HR 118,,BSC,7.5946,-23.7878, 5.19,0.018,0.013,-0.024,0
HR 4955,49    Vir,BSC,196.9742,-10.7403, 5.19,0.025,-0.006,0.017,-9
HR 235,19Phi2Cet,BSC,12.5317,-10.6444, 5.19,0.065,-0.229,-0.226,8
HR 2469,,BSC,100.485,-9.1672, 5.19,0.031,-0.04,0.043,1
HR 1569,6    Ori,BSC,73.6954,11.4261, 5.19,,0.032,-0.009,9
HR 7647,25    Cyg,BSC,299.98,37.0428, 5.19,,0.001,0.006,-4
HR 2805,66    Aur,BSC,111.0354,40.6722, 5.19,0.007,-0.023,-0.006,21
HR 694,64    And,BSC,36.1037,50.0067, 5.19,-0.001,-0.039,0.024,-13
HR 1314,,BSC,64.1796,53.6119, 5.19,0.011,0.002,-0.017,-3
HR 5886,,BSC,236.6667,62.5994, 5.19,0.018,-0.055,0.039,-6
HR 8627,30    Cep,BSC,339.6625,63.5844, 5.19,0.008,-0.025,-0.003,11
HR 3460,The Vol,BSC,129.7717,-70.3869, 5.20,0.006,-0.04,0.018,13
HR 1695,,BSC,76.8917,-63.3997, 5.20,0.018,-0.047,0.015,19
HR 6125,,BSC,247.7058,-61.6336, 5.20,0.006,-0.013,-0.013,4
HR 5546,,BSC,223.8942,-60.1142, 5.20,0.031,-0.115,-0.125,-14
HR 2666,,BSC,106.0117,-42.3372, 5.20,0.025,0.072,-0.008,28
HR 3439,,BSC,130.0804,-40.2642, 5.20,,-0.004,-0.044,21
HR 3283,,BSC,125.3375,-36.4844, 5.20,,-0.003,-0.005,16
HR 2492,10    CMa,BSC,101.1183,-31.0706, 5.20,,0.008,-0.015,34
HR 6424,39Omi Oph,BSC,259.5029,-24.2869, 5.20,0.013,-0.008,-0.054,-29
HR 695,Kap For,BSC,35.6358,-23.8164, 5.20,0.077,-0.062,0.2,18
HR 8592,59Ups Aqr,BSC,338.6733,-20.7083, 5.20,0.046,-0.145,0.222,-2
HR 5622,21Nu  Lib,BSC,226.6567,-16.2569, 5.20,0.02,-0.022,-0.033,-15
HR 8890,97    Aqr,BSC,350.6633,-15.0392, 5.20,0.022,0.019,0.112,-12
HR 2639,,BSC,105.485,-5.7222, 5.20,-0.003,0.001,-0.016,3
HR 7066,,BSC,281.8708,-5.705, 5.20,0.001,-0.028,-0.041,44
HR 142,13    Cet,BSC,8.8121,-3.5928, 5.20,0.06,-0.026,0.413,9
HR 2334,,BSC,96.8075,0.2992, 5.20,0.005,-0.008,0.007,33
HR 5894,,BSC,237.6738,15.1336, 5.20,,-0.041,-0.005,24
HR 3561,62Omi1Cnc,BSC,134.3121,15.3228, 5.20,,0.017,0.056,-5
HR 2220,71    Ori,BSC,93.7121,19.1564, 5.20,0.041,-0.188,-0.098,36
HR 1268,41    Tau,BSC,61.6517,27.6, 5.20,,-0.053,0.019,-2
HR 3575,64Sig3Cnc,BSC,134.8858,32.4186, 5.20,,-0.035,-0.045,23
HR 6107,20Nu 1CrB,BSC,245.5892,33.7992, 5.20,0.003,-0.037,0.007,-13
HR 2420,52Psi3Aur,BSC,99.705,39.9025, 5.20,,-0.012,-0.009,9
HR 3870,,BSC,146.6321,57.1281, 5.20,,0.034,0.004,8
HR 2715,18    Lyn,BSC,108.9788,59.6375, 5.20,0.042,-0.259,-0.101,24
HR 2027,31    Cam,BSC,88.7408,59.8883, 5.20,0.009,-0.019,0.001,-3
HR 4461,2    Dra,BSC,174.0117,69.3228, 5.20,0.025,-0.127,0.111,-2
HR 7879,73    Dra,BSC,307.8767,74.9547, 5.20,0.012,-0.015,0.005,9
HR 802,Zet Hor,BSC,40.165,-54.55, 5.21,0.031,-0.001,0.036,-1
HR 5495,,BSC,221.7554,-52.3836, 5.21,0.021,-0.082,-0.016,-21
HR 3204,,BSC,122.3996,-44.1228, 5.21,,0,-0.007,8
HR 331,Ups Phe,BSC,16.9496,-41.4869, 5.21,0.014,0.01,0.038,14
HR 3512,,BSC,132.4646,-32.7806, 5.21,0.028,-0.049,0.002,-8
HR 4696,5Zet Crv,BSC,185.1404,-22.2158, 5.21,,-0.028,-0.095,-6
HR 5100,76    Vir,BSC,203.2421,-10.165, 5.21,0.021,-0.036,-0.029,-1
HR 2142,,BSC,91.0563,-6.7092, 5.21,,-0.003,-0.005,25
HR 4116,29Del Sex,BSC,157.3696,-2.7392, 5.21,,-0.014,-0.048,19
HR 6918,59    Ser,BSC,276.8021,0.1961, 5.21,0.016,-0.002,-0.008,-23
HR 2466,26    Gem,BSC,100.6012,17.6453, 5.21,,-0.087,0.005,15
HR 8085,61    Cyg,BSC,316.7275,38.7458, 5.21,0.292,3.203,4.136,-64
HR 4594,67    UMa,BSC,180.5283,43.0456, 5.21,0.019,0.07,-0.326,6
HR 8621,,BSC,339.6579,56.7958, 5.21,-0.013,-0.029,0.053,8
HR 2293,5    Lyn,BSC,96.7038,58.4172, 5.21,0.005,-0.009,-0.005,-3
HR 2389,,BSC,97.3688,-56.8528, 5.22,0.01,0.031,-0.04,13
HR 242,Rho Phe,BSC,12.6717,-50.9869, 5.22,0.005,0.039,0.067,22
HR 6245,,BSC,252.8904,-41.2306, 5.22,,-0.001,0.001,-65
HR 4409,,BSC,171.3725,-36.0631, 5.22,0.032,0.02,-0.113,4
HR 4503,,BSC,175.4333,-32.4997, 5.22,0.015,-0.042,0.004,34
HR 5001,57    Vir,BSC,198.995,-19.9431, 5.22,0.048,-0.116,0.306,34
HR 7889,14Tau Cap,BSC,309.8183,-14.9547, 5.22,0.005,-0.022,0.007,-5
HR 6048,17Chi Sco,BSC,243.4621,-11.8375, 5.22,0.029,-0.006,-0.01,-25
HR 2305,,BSC,96.0429,-11.5303, 5.22,0.016,-0.035,-0.054,-26
HR 2103,60    Ori,BSC,89.7067,0.5531, 5.22,0.004,0.002,-0.013,35
HR 7266,19    Aql,BSC,287.2496,6.0733, 5.22,0.032,-0.076,-0.006,-47
HR 4847,32    Vir,BSC,191.4046,7.6733, 5.22,0.014,0.004,-0.107,-9
